,HillaryClinton,SenSanders,elizabethforma,is_democrat,mike_pence,realDonaldTrump,seanhannity,tedcruz,user_id,user_names
111,True,False,False,1.0,False,False,False,False,23281745,soyoungie
112,True,False,False,1.0,False,False,False,False,316232173,ErinConnect
113,True,False,False,1.0,False,False,False,False,27896779,vanessalmartini
114,True,False,False,1.0,False,False,False,False,3065966919,HillaryForNY
115,True,False,True,1.0,False,False,False,False,16961265,ginalou
116,True,False,True,1.0,False,False,False,False,1950471799,lewtml
117,True,False,False,1.0,False,False,False,False,159016704,singalldaylong
118,False,False,False,1.0,False,False,False,False,15417634,RyanOConnor
119,True,False,False,1.0,False,False,False,False,256920680,BoyWhoSparkles
120,True,False,False,1.0,False,False,False,False,3060191026,HillaryforMA
121,True,False,False,1.0,False,False,False,False,3064597541,HillaryforMO
122,False,True,False,1.0,False,False,False,False,47801895,ProgressivePam
123,True,True,False,1.0,False,False,False,False,1626888536,freefollow2127
124,True,False,False,1.0,False,False,False,False,3065982773,HillaryforNM
125,True,False,True,1.0,False,False,False,False,3059045779,jimlivesey1989
126,True,False,True,1.0,False,False,False,False,99886248,TsarRhys
127,True,False,False,1.0,False,False,False,False,3031619171,HillaryforAL
128,True,False,False,1.0,False,False,False,False,16147151,HarrietElls
129,False,False,False,1.0,False,False,False,False,3044709753,HillaryforAK
130,False,False,False,1.0,False,False,False,False,2744744044,minecbeIIo
131,True,True,True,1.0,False,False,False,False,21600671,AllThingsHill
132,True,False,False,1.0,False,False,False,False,3044781131,HillaryforAR
133,True,False,False,1.0,False,False,False,False,74033044,1chicklette
134,True,False,False,1.0,False,False,False,False,2334360439,lisagoldbergpr
135,True,True,False,1.0,False,False,False,False,15393123,loril
136,True,True,True,1.0,False,False,False,False,18584210,coryprovost
137,True,False,False,1.0,False,False,False,False,40167229,couchbaron
138,True,False,False,1.0,False,False,False,False,3057542915,HillaryforKY
139,True,False,False,1.0,False,False,False,False,75993292,kate_hess
140,True,False,False,1.0,False,False,False,False,3068783345,HillaryforOR
141,True,True,False,1.0,False,True,False,True,315657427,NickSchumaker
142,True,False,False,1.0,False,False,False,False,724793756,detamysantiago
143,True,True,False,1.0,False,False,False,False,15429685,laughtercrystal
144,True,True,True,1.0,False,False,False,False,14409274,NicoleFerraro
145,True,True,False,1.0,False,True,False,True,20028099,sylvialam
146,True,False,True,1.0,False,False,False,False,186472574,ManhattanWriter
147,True,False,False,1.0,False,False,False,False,746432638701834240,Scherlie_
148,True,False,False,1.0,False,False,False,False,3058863113,HillaryforLA
149,True,False,False,1.0,False,False,False,False,3065862285,HillaryforNJ
150,True,True,True,1.0,False,True,False,True,1442844120,emmalynchtyler
151,True,False,True,1.0,False,False,False,False,501750780,TheWomensWatch
152,False,False,False,1.0,False,False,False,False,3051611125,HillaryforMT
153,True,False,True,1.0,False,False,False,False,3073477156,HillaryforTN
154,True,False,False,1.0,False,False,False,False,3056105255,HillaryforKS
155,True,False,False,1.0,False,False,False,False,3078554829,HillaryforTX
156,True,True,True,1.0,True,True,False,True,45876958,ericaborsack
157,True,False,False,1.0,False,False,False,False,15884908,PaulaMarttila
158,True,True,True,1.0,False,True,False,False,95143163,christinafreund
159,True,True,False,1.0,False,False,False,False,1354618182,afuckingllama
160,True,False,True,1.0,False,False,False,False,25769843,JaySoLoco
161,False,True,False,1.0,False,False,False,False,2836024338,meganschull
162,True,False,False,1.0,False,False,False,False,3086875936,HillaryforWA
163,True,False,False,1.0,False,False,False,False,3068729259,HillaryforND
164,True,False,False,1.0,False,True,True,False,204917005,adejireb
165,True,True,True,1.0,False,False,False,False,3052911538,HillaryForGA
166,False,False,False,1.0,False,False,False,False,773575311128748036,mysticmaIfoy
167,False,False,False,1.0,False,False,False,False,295278593,cHeLLybaNANASSS
168,True,False,True,1.0,False,False,False,False,3105794610,Brown_SFH
169,True,False,False,1.0,False,False,False,False,3056057967,HillaryforIL
170,True,False,False,1.0,False,False,False,False,3057577828,HillaryforIN
171,True,False,True,1.0,False,False,False,False,3044746419,HillaryforCA
172,True,False,False,1.0,False,False,False,False,3086798481,HillaryforWV
173,True,False,False,1.0,False,False,False,False,3060143603,HillaryforMD
174,True,False,True,1.0,False,False,False,False,291823240,chwyant
175,True,True,False,1.0,False,False,False,False,1953051661,msamandarush
176,True,False,False,1.0,False,False,False,False,4013838856,JMU4Hillary
177,True,False,False,1.0,False,False,False,False,3048168670,HillaryforDE
178,True,True,False,1.0,False,False,False,False,3085169824,HillaryforVT
179,True,False,False,1.0,False,False,False,False,3309702645,LoveYouLikeSis
180,True,False,False,1.0,False,False,False,False,49196656,RheingoldRiver
181,True,True,False,1.0,False,False,False,False,36988571,jessicateas
182,True,False,False,1.0,False,False,False,False,3073392597,HillaryforSD
183,True,False,True,1.0,False,False,False,False,85729577,FallonStone
184,True,True,True,1.0,False,False,False,False,62039514,ennoia3
185,True,True,True,1.0,False,False,False,False,18542401,rsemmel
186,True,False,True,1.0,False,False,False,False,46687816,gretchenbaer
187,False,False,False,1.0,False,False,False,False,142438021,Giunchigliani
188,False,False,False,1.0,False,False,False,False,279713,obiwankimberly
189,True,False,True,1.0,False,False,False,False,240558399,kat_rogers
190,True,True,True,1.0,False,True,False,False,2413504506,KatieStillman
191,True,False,False,1.0,False,False,False,False,30807912,casey_kettleson
192,True,False,False,1.0,False,False,False,False,372077474,MelissaGuion
193,True,True,True,1.0,True,True,False,False,285097277,HillaryIn2016
194,False,False,False,1.0,False,False,False,False,3177849038,zeyumcabello
195,True,True,True,1.0,False,True,False,True,277849970,ssneuman
196,True,True,True,1.0,False,False,False,False,17843090,realitygal
197,False,False,False,1.0,False,False,False,False,15151268,hawkt
198,True,False,False,1.0,False,False,False,False,739917548192288768,SkyHenry_
199,False,False,False,1.0,False,False,False,False,4708810157,Luu_AguirreOK
200,True,False,True,1.0,False,False,False,False,4729801216,ImwithHer2016
201,True,True,False,1.0,False,False,False,False,287565778,followfdh
202,True,True,False,1.0,False,False,False,False,162897245,TheRealDeeNice
203,False,False,False,1.0,False,False,False,False,162978375,hyfrkatyperry
204,True,True,True,1.0,False,True,False,False,19133924,maryrutherford
205,False,False,False,1.0,False,False,False,False,46955808,Cynthiapoet
206,True,False,True,1.0,False,False,False,False,96154067,jchapstk
207,True,False,False,1.0,False,False,False,False,42176219,sophyonce
208,False,False,False,1.0,False,False,False,False,16246473,lizwrites
209,True,True,False,1.0,False,False,False,False,320199212,yasminlensoni
210,True,False,True,1.0,False,False,False,False,32185860,colleenaconway
211,True,True,True,1.0,False,True,False,True,87358629,myrabatchelder
212,True,True,False,1.0,False,False,False,False,14469397,johnnysmooth
213,True,False,False,1.0,False,False,False,False,14054431,lynnlovestennis
214,True,False,False,1.0,False,False,False,False,26659619,katiehobbs
215,True,False,False,1.0,False,False,False,False,273560698,somermyers
216,True,False,False,1.0,False,False,False,False,15717406,tgrumm
217,True,False,False,1.0,False,False,False,False,199675693,taraabrahams
218,True,True,False,1.0,False,True,False,False,15431478,Jonathanchad
219,True,False,True,1.0,False,False,False,False,389140918,ThewordBanks
220,True,False,True,1.0,False,False,False,False,23763173,_MrsBrooks
221,True,False,True,1.0,False,True,False,False,94623878,judypneufeld
222,True,True,False,1.0,False,False,False,False,123954959,marconiplein
223,True,False,True,1.0,False,False,False,False,3633106893,ctkinney
224,True,True,True,1.0,False,True,False,False,777985631607746561,imwithher61
225,False,False,False,1.0,False,False,False,False,753393211293495296,the1975strash
226,True,False,False,1.0,False,False,False,False,13120,jbouvier
227,True,False,True,1.0,False,False,False,False,4700354069,jessewarren
228,True,True,True,1.0,False,False,False,False,5875352,ModaMags
229,True,False,False,1.0,False,False,False,False,956511746,smokeyxtaboo
230,True,False,False,1.0,False,False,False,False,1912393928,simonelward
231,True,False,True,1.0,False,False,False,False,496354231,JamieCitron
232,True,False,False,1.0,False,False,False,False,23220813,siirimorley
233,True,False,False,1.0,False,False,False,False,4176516076,Hillary2016Pres
234,True,False,True,1.0,False,False,False,False,521790396,jessiezimmerer
235,True,False,True,1.0,False,False,False,False,2054101,rod11
236,True,False,False,1.0,False,False,False,False,4888965853,imwithher4prez
237,True,False,False,1.0,False,False,False,False,1388574187,bdarlingwhite
238,True,False,True,1.0,False,False,False,False,1329350844,abgoble
239,True,True,True,1.0,False,False,False,False,533578801,Paul1Singh
240,True,True,False,1.0,False,False,False,False,814903922,jennPLUSn
241,True,True,False,1.0,False,False,False,False,270552105,SaraxNeal
242,True,True,True,1.0,False,False,False,True,738117046488174592,imwithher_hrc
243,True,True,True,1.0,False,False,False,False,796464463889203200,Imwithher39
244,True,False,True,1.0,False,False,False,False,39885408,shaindelr
245,True,False,False,1.0,False,False,False,False,2513831685,yeahimash
246,True,False,False,1.0,False,False,False,False,136510427,Melorgitay
247,True,True,True,1.0,False,False,False,False,279358548,keriRN
248,True,True,True,1.0,False,False,False,False,1007762839,SukiDuminy
249,True,True,False,1.0,False,True,False,False,396993738,shugamuma
250,False,False,False,0.0,True,True,True,True,25429371,KatrinaPierson
251,False,False,False,0.0,False,False,False,False,21719281,KMWKravMaga
252,False,False,False,0.0,False,True,True,False,324236072,ObamaMalik
253,False,False,False,0.0,False,True,True,False,704034081898668032,Miami4Trump
254,False,False,False,0.0,True,True,True,False,185425059,tteegar
255,False,False,False,0.0,True,True,True,False,312149882,Chris_1791
256,False,False,False,0.0,True,True,True,False,75541946,LaraLeaTrump
257,False,False,False,0.0,False,False,False,False,36725181,KravMagaBristol
258,False,False,False,0.0,True,True,True,True,69190453,LVNancy
259,True,True,True,0.0,True,True,True,True,18635250,MarcoGutierrez
260,False,False,False,0.0,False,True,False,False,2510682985,Zurvanism
261,False,False,False,0.0,False,False,False,False,370637335,SpartansAcademy
262,False,False,False,0.0,False,False,False,False,314637342,MagaMGD
263,False,False,False,0.0,False,False,False,False,174786058,SixtysixMaga
264,False,False,False,0.0,False,False,False,False,47431987,Maga2DaZeen
265,False,False,False,0.0,True,True,False,False,783836435799429121,MAGA3X
266,False,False,False,0.0,True,True,True,True,17685258,parscale
267,False,False,False,0.0,True,True,True,False,3383049855,Kotcha301
268,False,False,False,0.0,False,True,False,False,3367987133,MAGAUSA1
269,False,False,False,0.0,False,False,False,False,59295543,ajdraven
270,False,False,False,0.0,True,True,True,True,25429371,KatrinaPierson
271,False,False,False,0.0,False,False,False,False,21719281,KMWKravMaga
272,False,False,False,0.0,False,True,True,False,324236072,ObamaMalik
273,False,False,False,0.0,False,True,True,False,704034081898668032,Miami4Trump
274,False,False,False,0.0,True,True,True,False,185425059,tteegar
275,False,False,False,0.0,True,True,True,False,312149882,Chris_1791
276,False,False,False,0.0,True,True,True,False,75541946,LaraLeaTrump
277,False,False,False,0.0,False,False,False,False,36725181,KravMagaBristol
278,False,False,False,0.0,True,True,True,True,69190453,LVNancy
279,True,True,True,0.0,True,True,True,True,18635250,MarcoGutierrez
280,False,False,False,0.0,False,True,False,False,2510682985,Zurvanism
281,False,False,False,0.0,False,False,False,False,370637335,SpartansAcademy
282,False,False,False,0.0,False,False,False,False,314637342,MagaMGD
283,False,False,False,0.0,False,False,False,False,174786058,SixtysixMaga
284,False,False,False,0.0,False,False,False,False,47431987,Maga2DaZeen
285,False,False,False,0.0,True,True,False,False,783836435799429121,MAGA3X
286,False,False,False,0.0,True,True,True,True,17685258,parscale
287,False,False,False,0.0,True,True,True,False,3383049855,Kotcha301
288,False,False,False,0.0,False,True,False,False,3367987133,MAGAUSA1
289,False,False,False,0.0,False,False,False,False,59295543,ajdraven
290,False,False,False,0.0,False,False,False,False,369616268,BritishKravMaga
291,False,False,False,0.0,False,False,False,False,20793644,kravmagafed
292,False,False,False,0.0,False,True,False,False,4717892303,V_of_Europe
293,False,False,False,0.0,False,False,False,False,1470707125,Revolution_Maga
294,False,False,False,0.0,True,True,True,False,2834620568,JBaker31826004
295,False,False,False,0.0,True,True,True,False,347627434,LindaSuhler
296,False,False,False,0.0,True,True,False,False,14243432,RonaldWilsher
297,False,False,False,0.0,True,True,True,True,272114651,SpecialKMB1969
298,False,False,False,0.0,True,True,False,False,800007833840447492,MAGA_Amerikaner
299,False,False,False,0.0,True,True,True,False,393190233,LeahR77
300,False,False,False,0.0,True,True,True,True,723381993283538944,FranciscoMedRep
301,False,False,False,0.0,False,False,False,False,2434081364,kravmagaXD
302,False,False,False,0.0,False,False,False,False,34183123,MetAmateurGA
303,False,False,False,0.0,False,False,False,False,102334464,TotalKravMaga
304,False,False,False,0.0,True,True,True,False,4707265562,MonsterBehr
305,False,False,False,0.0,False,False,False,False,114263965,Steve_Maga
306,False,False,False,0.0,True,True,True,True,715044396,Rockprincess818
307,False,False,False,0.0,True,True,True,True,492833134,mikandynothem
308,True,False,False,0.0,False,True,False,False,217874950,JimHalton
309,False,False,False,0.0,False,False,False,False,102541918,vampiro_vampiro
310,False,False,False,0.0,True,True,True,True,796899745889402880,MBOKSR_MAGA
311,False,False,False,0.0,False,True,True,False,1014432451,ThaRightStuff
312,False,False,False,0.0,False,False,False,False,183341606,ChasKravMaga
313,True,False,False,0.0,False,False,False,False,1930971006,ma_franks
314,False,False,False,0.0,False,True,False,False,975217231,JrcheneyJohn
315,False,False,False,0.0,False,False,False,False,462847595,magakernow
316,True,True,True,0.0,True,True,True,True,3498448812,YoungDems4Trump
317,False,False,False,0.0,True,True,True,False,2903166449,MrEdTrain
318,False,False,False,0.0,False,False,False,False,3464860760,Cory_1077
319,False,False,False,0.0,False,False,False,False,305048248,kravmagajourney
320,False,True,False,0.0,True,True,True,True,19341224,Ziplok_
321,True,False,False,0.0,True,True,False,False,66923871,PARISDENNARD
322,False,False,False,0.0,True,True,True,True,134240162,eavesdropann
323,False,False,False,0.0,False,True,False,False,2821389693,bringitonnowtru
324,False,False,False,0.0,False,False,False,False,251995910,DylanMoscovitch
325,False,True,False,0.0,True,True,True,True,999453985,BlissTabitha
326,False,False,False,0.0,True,True,True,True,3914047581,Italians4Trump
327,False,False,False,0.0,False,False,False,False,19075796,CynthiaRoldan
328,False,False,False,0.0,False,False,False,False,31449336,KMDetroit
329,False,False,False,0.0,False,False,False,False,41118347,Margaretthi
330,False,False,False,0.0,False,False,False,False,2504016571,KMNewcastle
331,False,False,False,0.0,False,True,False,False,712011005144883201,MAGA_TBH_FAM
332,True,False,False,0.0,True,True,True,False,3368465157,jazzhandmcfeels
333,False,False,False,0.0,False,False,False,False,1112960486,magatmi
334,False,False,False,0.0,False,False,False,False,126006578,Stephane_Fort
335,False,False,False,0.0,True,True,False,True,2890103754,2kschumacher
336,False,False,False,0.0,False,False,False,False,302297667,KravMagaInst
337,False,False,False,0.0,False,False,False,False,16579371,XtremeKravMaga
338,False,False,False,0.0,False,False,False,False,59996483,easttxkravmaga
339,False,False,False,0.0,True,True,True,True,510609255,ReconmomC
340,False,False,False,0.0,True,True,True,False,711298631765086208,Croat1988
341,True,False,False,0.0,True,True,True,True,508732274,Ratpack4Trump
342,False,False,False,0.0,False,False,False,False,231941492,KravMagaExperts
343,False,False,False,0.0,True,True,True,False,232084770,jmlara02
344,False,False,False,0.0,False,False,False,False,4595779755,pyke_show
345,False,True,False,0.0,True,True,True,False,142150016,TrumpsDisciple
346,False,False,False,0.0,False,True,False,False,893856362,carolinagirl63
347,False,False,False,0.0,False,True,True,False,740874799,chrgdup1973
348,False,False,False,0.0,False,False,False,False,52017349,UrbanKravMaga
349,False,False,False,0.0,True,True,True,True,15273001,erotao
350,False,False,False,0.0,False,False,False,False,120136133,KravMagaDrenthe
351,False,False,False,0.0,True,True,True,False,2925976115,MANvsFAKENEWS
352,False,False,False,0.0,False,False,False,False,173140697,Maga_films
353,False,False,False,0.0,True,True,True,True,26089178,RepublicanGOP
354,False,False,False,0.0,False,False,False,False,276237905,arcmajox
355,False,False,False,0.0,True,True,True,True,947734266,MichaelEvancoe
356,False,False,False,0.0,True,True,True,True,32497478,KLSouth
357,False,False,False,0.0,False,False,False,False,30131493,cokrav
358,False,False,False,0.0,False,True,False,False,3540252020,RedRising11
359,False,False,False,0.0,True,True,True,False,946261009,learjetter
360,False,False,False,0.0,False,False,False,False,128690964,vazquezmaga
361,False,False,False,0.0,False,False,False,False,2994579820,shawnmftselenag
362,False,False,False,0.0,True,True,True,False,141990771,sanmichele15
363,False,False,False,0.0,True,True,True,True,44135635,TeaPartyNevada
364,False,False,False,0.0,False,False,False,False,250512063,KravMagaTO
365,False,False,False,0.0,False,False,False,False,229241702,elitekravmaga
366,False,False,False,0.0,True,True,True,False,17543438,DabneyPorte
367,False,False,False,0.0,False,False,False,False,19699198,magaaa
368,False,False,False,0.0,False,False,False,False,115193508,MMACondition
369,False,False,False,0.0,False,False,False,False,100836146,magallaque
370,False,False,False,0.0,True,True,True,True,474258194,SheenFanCave
371,False,False,False,0.0,True,True,False,False,91396874,BenThePCGuy
372,False,False,False,0.0,True,True,True,True,730766115337568256,YaniAlexander11
373,True,False,False,0.0,True,True,True,True,159491661,EliHMiller
374,False,False,False,0.0,True,True,True,False,718167356070105089,np4kids2
375,True,False,False,0.0,False,False,False,False,118495852,RadioMaga
376,False,False,False,0.0,True,True,True,False,828120944,biglugg77
377,True,False,False,0.0,True,True,False,False,801153268269326337,maga_zine_usa
378,True,False,False,0.0,False,True,False,False,17092916,evanvucci
379,False,False,False,0.0,False,False,False,False,107090447,KravMagaNYC
380,False,False,False,0.0,True,True,False,False,772142206798925824,MagaGear
381,False,False,False,0.0,True,True,True,False,462391467,MJP1370
382,False,False,False,0.0,True,True,False,False,787346311947452416,deplora_cons
383,False,False,False,0.0,False,False,False,False,91649183,acmofficial
384,False,False,False,0.0,False,False,False,False,232748539,KravMagaTsv
385,False,False,False,0.0,False,True,True,False,77008925,JoeVilla_ME
386,False,False,False,0.0,True,True,True,False,27895304,heytana
387,False,False,False,0.0,False,True,False,False,722134194,iamkrorves
388,False,False,False,0.0,True,True,True,False,2360077765,Hxted
389,False,False,False,0.0,True,True,True,False,130233241,Michael_Potter_
390,False,False,False,0.0,False,False,False,False,394178279,MagaTamagochi
391,False,False,False,0.0,False,False,False,False,993038066,Krav_Mag
392,False,False,False,0.0,True,True,True,True,15230401,SonnieJohnson
393,False,False,False,0.0,True,True,True,False,107792558,ConsrvativeDiva
394,False,False,False,0.0,False,True,False,False,88494677,catwahler
395,False,False,False,0.0,False,True,False,True,13527262,PaulBarksdale
396,False,False,False,0.0,False,False,False,False,2713663480,angeliceunwoo
397,True,True,True,0.0,True,True,True,True,3004942349,AfroLatinoMan
398,False,False,False,0.0,True,True,True,False,794918089607483393,Bethany_MAGA
399,False,False,False,0.0,False,False,False,False,31383,samsethi
400,False,False,False,0.0,True,True,True,False,766453507868258304,melony1975la
401,False,False,False,0.0,True,True,False,False,46315077,ElianaBenador
402,True,False,False,0.0,True,True,True,False,200163987,healthandcents
403,False,False,False,0.0,True,True,True,True,760624242073464832,mannyrflores
404,False,False,False,0.0,False,False,False,False,48330829,KravMaga_IKMF_D
405,False,False,False,0.0,False,False,False,False,176859817,kravmagataunton
406,False,False,False,0.0,False,False,False,False,309983317,mariagratziad
407,False,False,False,0.0,True,True,True,True,829735580,Mike_Beacham
408,False,False,False,0.0,False,False,False,False,65899823,FreePresAmerica
409,False,False,False,0.0,False,False,False,False,2943256780,stxticscreams
410,True,False,False,0.0,True,True,True,False,993951428,iamgavinjames
411,False,False,False,0.0,True,True,True,True,24516301,grammy620
412,False,False,False,0.0,True,True,True,True,2912118236,ETTalkShow
413,False,False,False,0.0,False,True,False,False,2988626479,magarocho
414,False,False,False,0.0,True,True,False,False,16653349,nancymace
415,False,False,False,0.0,True,True,True,True,42224411,iRoboHamster
416,False,False,False,0.0,True,True,True,False,1621868402,CDoranHarader
417,False,False,False,0.0,True,True,True,False,2996469091,JOMainEvent
418,False,False,False,0.0,True,True,True,False,163505280,vandives
419,False,False,False,0.0,False,True,True,False,4761064634,Darren32895836
420,False,False,False,0.0,False,False,False,False,627334648,zxaynfancy
421,False,False,False,0.0,False,False,False,False,34721874,amirperets
422,False,True,False,0.0,True,True,True,True,1965481,FunnyAnimals
423,False,False,False,0.0,False,False,False,False,2431270393,kruczynskiz
424,False,False,False,0.0,False,False,False,False,198157416,HannahOstapjuk
425,False,False,False,0.0,True,True,True,False,274136152,Brendy438
426,False,False,False,0.0,False,False,False,False,1661583098,VeganLifestyleM
427,False,True,False,0.0,True,True,True,True,10084232,missycaulk
428,False,False,False,0.0,False,False,False,False,713031225141669889,TheMercedezXXX
429,False,False,False,0.0,False,True,False,False,14314243,NSPrimate
430,False,False,False,0.0,False,False,False,False,222656383,ARTILHEIROMMA
431,False,False,False,0.0,False,True,True,False,3380947863,SCTeamTrump
